age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
35,1,39207,11,9,4,1,2,0,1,0,0,40,39,<=50K
35,4,175232,11,9,0,6,3,0,1,0,0,40,39,<=50K
45,4,242391,9,13,2,4,1,0,1,0,0,60,39,>50K
23,4,54472,15,10,3,8,2,0,0,0,0,50,39,<=50K
30,7,343789,15,10,2,1,1,0,1,0,0,40,39,>50K
48,4,187505,15,10,2,12,1,0,1,0,0,50,39,>50K
54,2,152540,15,10,0,3,5,0,1,0,0,42,39,<=50K
28,4,168901,9,13,2,10,1,3,1,0,0,40,36,<=50K
30,4,229772,0,6,2,3,1,0,1,0,0,40,39,<=50K
55,6,271795,11,9,2,8,1,0,1,0,0,40,39,<=50K
22,4,198148,15,10,4,1,4,0,1,0,0,50,39,<=50K
23,4,241185,11,9,4,1,2,0,0,0,0,40,39,<=50K
36,4,129150,15,10,2,10,1,0,1,0,0,20,39,>50K
45,4,192835,9,13,2,4,1,0,1,0,1977,55,39,>50K
46,4,149949,15,10,2,3,1,0,1,0,0,40,39,<=50K
35,4,61343,15,10,2,12,1,0,1,0,0,45,39,<=50K
26,4,125089,15,10,4,4,2,0,1,0,0,40,39,<=50K
38,7,143774,15,10,5,4,2,0,0,0,0,45,39,<=50K
28,4,159001,11,9,4,6,4,0,1,0,0,30,39,<=50K
34,0,205256,11,9,2,0,1,0,1,2885,0,80,39,<=50K
35,4,183898,8,11,2,4,1,0,1,7298,0,50,39,>50K
32,4,90446,0,6,2,3,1,0,1,0,0,40,39,<=50K
31,4,34374,14,15,4,10,2,0,1,0,0,50,39,<=50K
66,6,174995,7,12,2,3,1,0,1,2290,0,30,18,<=50K
51,2,35211,11,9,2,14,1,4,1,0,0,40,39,<=50K
61,4,230568,9,13,0,1,2,0,1,0,0,40,39,>50K
30,4,46712,11,9,0,8,2,0,0,0,0,40,39,<=50K
27,4,116358,15,10,4,3,4,3,1,0,1980,40,30,<=50K
26,4,223464,15,10,2,1,1,0,1,0,0,40,39,<=50K
28,4,142264,6,5,4,7,2,0,1,0,0,50,6,<=50K
43,4,154538,7,12,0,3,2,0,1,0,0,40,39,<=50K
22,4,401690,15,10,4,12,4,0,0,0,0,20,26,<=50K
59,0,375049,11,9,2,0,1,0,1,0,0,41,39,>50K
25,4,189219,9,13,4,13,4,0,0,0,0,16,39,<=50K
48,4,247685,15,10,0,3,2,0,1,3325,0,40,39,<=50K
40,7,229364,12,14,0,10,2,0,0,0,0,45,39,<=50K
61,4,128230,5,4,2,12,1,0,1,0,0,50,39,>50K
61,4,139391,15,10,4,13,4,0,1,0,0,16,39,<=50K
22,4,203894,15,10,4,14,2,0,0,0,0,24,39,<=50K
52,4,400004,8,11,2,4,1,0,1,0,0,40,39,>50K
44,4,403782,8,11,0,12,2,0,1,0,0,45,39,<=50K
34,4,100950,8,11,4,10,5,0,0,0,0,40,11,<=50K
42,4,259643,12,14,0,10,2,0,1,4650,0,40,39,<=50K
30,5,224498,11,9,0,1,5,0,0,0,0,40,39,<=50K
37,4,154210,15,10,2,3,1,3,1,0,0,40,17,<=50K
31,4,155781,9,13,2,12,1,0,1,0,0,40,39,>50K
60,4,226949,11,9,0,1,5,0,0,0,0,37,39,<=50K
20,0,150084,11,9,4,0,4,0,1,0,0,25,39,<=50K
48,7,118330,9,13,2,4,1,0,1,5178,0,40,39,>50K
22,4,105043,15,10,4,1,5,0,0,0,0,40,39,<=50K
57,4,124771,11,9,2,3,1,0,1,0,0,40,39,<=50K
51,0,203015,11,9,2,0,1,0,1,0,0,40,39,<=50K
50,4,129956,11,9,2,3,1,0,1,0,0,48,39,>50K
23,4,203076,15,10,4,7,4,0,1,0,0,40,39,<=50K
20,0,117222,15,10,4,0,4,0,1,0,0,40,39,<=50K
22,4,186849,1,7,0,12,4,0,1,0,0,50,39,<=50K
44,1,280362,7,12,2,3,1,0,1,0,0,40,39,>50K
36,4,247750,11,9,2,14,1,2,1,0,0,45,39,<=50K
28,4,184723,9,13,4,13,2,0,0,0,1980,35,39,<=50K
44,4,169980,1,7,2,8,1,2,1,0,0,60,39,<=50K
40,6,95226,9,13,4,4,2,0,1,0,0,50,39,<=50K
24,4,403671,9,13,4,10,2,0,1,0,0,40,39,<=50K
43,7,261929,10,16,3,10,5,0,1,25236,0,64,39,>50K
26,4,244372,11,9,2,1,6,0,0,0,0,52,39,>50K
23,5,214542,15,10,4,10,2,0,1,0,0,50,39,<=50K
34,4,187251,11,9,0,10,5,0,0,0,0,25,39,<=50K
59,4,147989,11,9,2,7,1,0,1,0,0,40,0,<=50K
27,4,178688,8,11,4,3,3,0,1,0,0,40,39,<=50K
41,2,144995,12,14,2,4,1,0,1,0,0,55,39,<=50K
44,4,277488,15,10,2,7,1,0,1,3103,0,40,39,>50K
21,4,253190,11,9,4,8,4,0,1,0,0,40,39,<=50K
25,4,277444,9,13,2,12,1,0,1,0,0,50,39,<=50K
43,2,161240,11,9,2,11,1,0,1,0,0,45,39,>50K
26,4,164488,9,13,4,4,2,0,1,0,0,10,39,<=50K
47,1,191858,7,12,2,1,1,0,1,0,0,40,39,>50K
37,4,231491,11,9,2,3,1,0,1,0,0,35,39,<=50K
39,4,409189,4,3,2,8,1,0,1,0,0,40,26,<=50K
29,4,148431,7,12,2,12,6,1,0,7688,0,45,39,>50K
53,4,304504,15,10,2,14,1,0,1,0,1887,45,39,>50K
37,4,238433,3,2,2,14,1,0,1,0,0,40,5,<=50K
27,4,200500,5,4,2,14,1,0,1,0,0,45,39,<=50K
34,4,207301,11,9,0,7,5,0,0,0,0,20,39,<=50K
24,4,88126,11,9,4,3,2,0,1,0,0,40,39,<=50K
39,4,181661,11,9,2,6,1,0,1,0,0,40,39,<=50K
26,4,117833,9,13,4,4,2,0,0,0,1669,50,39,<=50K
47,2,178309,15,10,0,10,2,0,0,0,0,40,39,<=50K
23,4,221955,6,5,4,6,3,0,1,0,0,39,26,<=50K
36,4,181322,9,13,0,4,2,0,0,0,0,45,39,<=50K
24,4,267843,9,13,4,10,4,2,0,0,0,35,39,<=50K
72,5,473748,15,10,2,4,1,0,1,0,0,25,39,>50K
51,6,149220,15,10,2,5,1,0,1,0,0,75,39,<=50K
34,4,229732,8,11,2,3,1,0,1,0,0,40,39,<=50K
26,4,177929,9,13,4,12,2,0,1,0,0,48,39,<=50K
29,4,142760,11,9,4,6,2,2,1,0,0,40,39,<=50K
36,6,34180,11,9,4,5,2,0,1,0,0,70,39,>50K
22,2,44064,1,7,4,6,4,0,1,0,0,35,39,<=50K
21,0,107801,15,10,4,0,4,0,0,0,0,3,39,<=50K
53,4,346253,11,9,0,12,4,0,0,0,0,35,39,<=50K
53,4,92430,11,9,2,3,1,0,1,0,0,40,39,>50K
35,4,186934,12,14,5,10,2,0,1,0,0,40,39,>50K
28,4,73037,0,6,4,14,5,0,1,0,0,30,39,<=50K
52,4,145166,9,13,2,4,1,0,1,15024,0,55,39,>50K
51,0,165637,12,14,2,0,1,0,1,0,0,40,39,<=50K
50,5,302708,9,13,2,4,1,3,1,7688,0,50,24,>50K
50,4,193884,5,4,2,3,1,0,1,0,0,40,7,<=50K
23,4,615367,9,13,4,12,2,0,0,0,0,40,39,<=50K
40,4,182302,11,9,0,14,2,0,1,0,0,40,39,<=50K
33,4,188352,12,14,4,10,2,2,1,0,0,50,39,<=50K
45,5,40666,14,15,2,10,1,0,1,0,0,55,39,>50K
41,2,227644,15,10,2,3,1,0,1,0,0,40,39,<=50K
29,4,108594,11,9,4,3,4,0,1,0,0,40,39,<=50K
24,4,59146,11,9,5,12,5,0,0,0,0,48,39,<=50K
45,4,172822,11,9,2,7,1,0,1,0,0,52,39,>50K
71,0,116165,15,10,6,0,2,0,0,0,0,14,2,<=50K
28,4,297735,15,10,2,7,1,0,1,0,0,40,39,>50K
18,4,282394,15,10,4,12,4,2,0,0,0,21,39,<=50K
38,4,143538,11,9,4,7,2,0,0,0,0,40,39,<=50K
17,0,161259,0,6,4,0,3,0,1,0,0,12,39,<=50K
52,4,139671,15,10,2,4,1,0,1,0,1977,50,39,>50K
32,4,239824,9,13,4,13,2,0,1,0,0,40,39,<=50K
29,7,95423,12,14,2,1,1,0,1,0,0,36,39,<=50K
47,4,264052,15,10,2,10,1,0,1,0,0,50,39,>50K
49,7,269417,10,16,4,4,2,0,0,0,2258,50,39,>50K
17,4,224073,1,7,4,12,4,0,1,0,0,20,39,<=50K
27,2,332785,11,9,4,11,4,0,1,0,0,38,39,<=50K
30,7,112139,11,9,2,11,1,0,1,0,0,40,39,<=50K
38,4,33975,11,9,2,4,3,0,1,0,0,40,39,>50K
30,2,108386,8,11,2,11,1,0,1,0,0,40,39,<=50K
35,4,209993,1,7,5,9,5,0,0,0,0,8,26,<=50K
19,0,218471,11,9,4,0,4,0,0,0,1602,30,39,<=50K
20,4,444554,0,6,4,6,4,0,1,0,0,40,39,<=50K
37,1,419053,11,9,0,3,2,0,1,0,0,40,39,<=50K
29,4,194200,15,10,4,7,4,0,1,0,0,45,39,<=50K
63,4,34098,0,6,6,5,5,0,0,0,0,56,39,<=50K
24,4,382146,15,10,4,10,2,2,1,0,0,40,39,<=50K
50,2,24139,12,14,0,10,5,0,0,0,0,65,39,<=50K
36,4,160192,11,9,4,8,2,0,1,0,0,40,39,<=50K
40,4,169885,11,9,5,8,2,0,0,0,0,40,39,<=50K
67,0,34122,4,3,2,0,1,0,1,0,0,40,39,<=50K
27,4,230959,9,13,4,13,4,3,0,0,0,40,30,<=50K
28,4,66473,11,9,0,7,4,0,1,0,0,40,39,<=50K
19,4,47577,15,10,4,14,2,0,1,0,0,50,39,<=50K
40,7,50093,12,14,0,10,5,0,0,0,0,20,39,<=50K
32,2,223267,11,9,2,14,1,0,1,0,0,40,39,<=50K
33,4,50276,9,13,4,4,2,0,1,0,0,40,39,<=50K
27,4,210765,8,11,4,6,2,0,1,0,0,40,39,<=50K
38,4,368140,9,13,2,4,1,0,1,0,0,50,39,>50K
50,1,111700,12,14,4,4,2,0,0,0,0,50,39,<=50K
67,0,98882,12,14,6,0,2,0,0,0,0,40,39,<=50K
17,4,142964,1,7,4,8,4,0,1,0,0,20,39,<=50K
45,4,96975,15,10,0,6,5,0,0,0,0,40,39,<=50K
56,0,32855,11,9,0,0,2,0,1,0,0,40,39,<=50K
35,4,301862,11,9,4,3,5,0,1,0,0,50,39,<=50K
27,4,305647,7,12,2,1,1,0,1,0,0,40,39,>50K
25,4,207875,5,4,2,6,1,0,1,0,0,40,26,<=50K
34,4,176648,11,9,0,1,2,2,1,0,0,42,39,<=50K
48,4,118717,9,13,0,10,2,2,0,0,0,40,39,<=50K
31,4,129804,6,5,4,5,2,0,1,0,0,40,33,<=50K
32,4,379412,15,10,4,3,4,0,1,0,0,40,39,<=50K
37,5,27997,11,9,4,14,2,0,1,0,0,50,39,<=50K
30,4,56004,15,10,4,4,4,2,0,0,0,40,39,<=50K
51,4,35576,11,9,0,3,2,0,1,0,0,38,39,<=50K
45,5,145697,15,10,2,12,1,0,1,0,0,30,39,<=50K
27,4,205188,0,6,2,7,1,0,1,0,0,40,39,<=50K
25,4,247006,7,12,2,4,1,0,1,0,0,45,39,<=50K
25,4,267044,15,10,4,1,2,4,0,0,0,20,39,<=50K
63,5,38472,15,10,6,12,2,0,0,14084,0,60,39,>50K
47,4,254367,15,10,2,4,1,0,1,0,0,50,39,>50K
32,4,198068,11,9,2,3,1,0,1,0,0,40,39,<=50K
37,4,192939,9,13,2,3,1,0,1,0,0,40,39,>50K
17,0,262196,0,6,4,0,4,0,1,0,0,8,39,<=50K
23,2,162551,9,13,4,10,4,3,0,0,0,35,3,<=50K
20,4,219262,1,7,4,3,2,0,1,0,0,60,39,<=50K
27,4,150025,4,3,4,6,3,0,1,0,0,40,13,<=50K
27,4,147340,15,10,4,4,4,0,0,0,0,40,39,<=50K
36,2,298717,11,9,2,4,1,0,1,0,0,40,39,<=50K
41,4,209547,11,9,4,7,2,0,1,0,0,40,39,<=50K
42,2,318046,1,7,2,14,1,0,1,0,0,40,39,<=50K
51,4,427781,11,9,2,14,1,2,1,0,0,40,39,<=50K
36,4,405155,4,3,2,3,1,0,1,0,0,40,26,<=50K
36,4,139364,9,13,2,12,1,0,1,0,0,50,39,>50K
52,7,149650,10,16,2,10,1,0,1,0,0,40,20,>50K
22,4,113062,9,13,4,4,4,0,0,0,0,7,39,<=50K
36,4,262688,15,10,2,12,1,2,1,7688,0,50,39,>50K
21,4,399022,11,9,4,5,4,0,1,0,0,24,39,<=50K
29,4,130438,11,9,2,7,1,0,1,0,0,40,39,<=50K
18,4,164441,15,10,4,1,4,0,0,0,0,38,39,<=50K
25,4,374918,2,8,2,8,6,0,0,0,0,40,39,<=50K
21,4,132053,15,10,4,1,4,0,0,0,1721,35,39,<=50K
33,4,80058,11,9,4,14,2,0,1,0,0,40,39,<=50K
62,6,75478,9,13,2,4,1,0,1,0,0,40,39,<=50K
19,4,120251,11,9,4,1,4,0,0,0,0,14,39,<=50K
34,4,258675,11,9,4,14,4,0,1,0,0,40,39,<=50K
24,0,267955,6,5,4,0,4,0,0,0,0,20,39,<=50K
48,4,227714,9,13,2,12,1,0,1,0,0,60,39,<=50K
40,5,209344,11,9,0,1,5,0,0,0,0,15,0,<=50K
17,4,270942,11,9,4,8,3,0,1,0,0,35,26,<=50K
43,5,198316,9,13,2,4,1,0,1,0,0,50,39,>50K
35,4,241306,8,11,2,13,1,0,1,0,0,40,39,>50K
18,0,137363,15,10,4,0,4,0,0,0,0,4,39,<=50K
29,4,164711,15,10,4,6,3,0,1,0,0,40,39,<=50K
38,4,277347,11,9,2,3,1,0,1,0,0,50,39,<=50K
51,6,95435,11,9,2,12,1,0,1,0,0,60,39,>50K
24,4,113515,11,9,4,4,2,0,0,0,0,40,39,<=50K
57,1,170603,15,10,2,1,1,0,1,0,0,40,39,>50K
32,4,217304,9,13,4,11,2,2,1,0,0,30,39,<=50K
36,2,223433,8,11,2,11,1,0,1,0,0,53,39,>50K
68,0,407338,15,10,2,0,1,0,1,0,0,20,39,<=50K
32,4,302845,11,9,2,4,6,0,0,0,0,48,39,<=50K
34,0,310525,11,9,2,0,1,2,1,0,0,10,39,<=50K
34,4,205733,11,9,4,1,2,0,0,0,0,40,39,<=50K
28,4,212091,11,9,2,7,1,0,1,2580,0,40,39,<=50K
54,4,93605,11,9,2,12,1,0,1,0,1848,40,39,>50K
62,0,225657,11,9,2,0,1,0,1,0,0,24,39,<=50K
31,4,286675,11,9,0,3,4,0,1,0,0,50,39,<=50K
65,4,386672,8,11,2,1,1,0,1,0,0,15,39,<=50K
23,4,141272,9,13,4,8,4,2,0,0,0,30,39,<=50K
39,0,362685,13,1,6,0,2,0,0,0,0,20,8,<=50K
40,1,219240,11,9,0,1,5,0,0,0,0,22,39,<=50K
37,4,193855,11,9,2,3,1,0,1,0,1902,50,39,<=50K
37,4,172694,15,10,2,6,1,2,1,0,0,50,39,<=50K
57,4,204816,12,14,0,10,2,0,1,0,0,30,39,<=50K
39,4,306646,7,12,2,4,1,0,1,0,0,50,39,>50K
28,4,261725,11,9,4,8,5,0,0,0,0,40,26,<=50K
58,5,182062,10,16,2,10,1,0,1,0,0,24,39,>50K
47,4,101684,11,9,2,3,1,0,1,0,0,40,39,<=50K
22,4,254547,15,10,4,4,5,2,0,0,0,40,23,<=50K
47,4,179313,0,6,0,12,5,0,0,0,0,30,39,<=50K
30,4,237903,15,10,4,6,5,0,0,0,0,40,39,<=50K
23,4,151888,11,9,0,3,2,0,1,4650,0,50,21,<=50K
37,4,200374,9,13,2,12,1,0,1,0,1902,40,39,>50K
17,0,170320,1,7,4,0,4,0,0,0,0,8,39,<=50K
60,4,85815,11,9,2,3,1,3,1,0,0,40,39,<=50K
23,4,193586,11,9,2,1,6,0,0,3908,0,40,39,<=50K
24,4,306779,8,11,4,4,4,0,1,0,0,35,39,<=50K
28,1,53147,9,13,4,4,2,2,1,0,0,40,39,<=50K
18,4,283637,15,10,4,1,2,0,1,0,0,40,39,<=50K
38,6,243484,9,13,2,1,6,0,0,0,0,28,39,>50K
20,4,38772,0,6,4,6,5,0,1,0,0,50,39,<=50K
37,4,233571,8,11,2,13,6,0,0,0,0,37,39,>50K
29,0,19793,15,10,0,0,5,0,0,0,0,8,39,<=50K
24,4,437666,11,9,2,3,1,0,1,2885,0,50,39,<=50K
46,4,288608,11,9,4,3,4,0,1,0,0,40,39,<=50K
59,4,216851,11,9,4,7,2,0,1,0,0,40,39,<=50K
36,4,343476,11,9,0,3,2,0,1,0,0,30,39,<=50K
20,4,178469,11,9,4,8,4,3,0,0,0,15,0,<=50K
34,4,160449,11,9,2,7,1,0,1,0,0,44,39,>50K
19,0,145234,15,10,4,0,4,0,1,0,0,30,39,<=50K
29,4,151382,11,9,2,14,1,0,1,0,0,60,39,<=50K
26,4,175789,11,9,0,6,4,0,0,0,0,40,39,<=50K
42,4,345363,11,9,0,4,2,0,0,0,0,40,9,<=50K
51,4,92463,11,9,2,1,1,0,1,0,0,40,39,<=50K
33,4,117186,9,13,2,4,1,0,1,0,0,45,39,<=50K
25,4,176520,11,9,4,3,3,0,1,0,0,40,39,<=50K
35,4,89559,15,10,0,1,5,0,0,0,0,55,39,<=50K
29,4,202878,5,4,2,5,1,0,1,0,2042,40,39,<=50K
33,2,115488,9,13,2,10,1,0,1,0,0,50,39,<=50K
31,4,109020,9,13,4,10,5,1,1,0,0,40,39,<=50K
38,5,107909,9,13,2,12,1,0,1,0,0,40,39,>50K
59,4,102193,11,9,2,14,1,0,1,0,0,45,39,<=50K
40,4,379919,15,10,2,7,1,0,1,0,0,40,39,<=50K
22,4,89991,15,10,4,8,4,0,0,0,0,11,39,<=50K
46,4,174370,15,10,5,12,2,0,1,0,0,55,39,<=50K
23,4,227594,2,8,4,7,4,0,0,0,0,40,39,<=50K
25,4,175540,11,9,4,1,2,0,1,0,0,50,39,<=50K
33,4,190772,11,9,4,1,2,0,0,0,1617,40,39,<=50K
51,4,142717,10,16,0,3,2,0,0,4787,0,60,39,>50K
50,0,260579,11,9,2,0,1,2,1,0,0,40,39,<=50K
24,4,51799,11,9,2,1,6,2,0,0,0,40,39,<=50K
57,6,73309,11,9,6,3,2,0,1,0,0,55,39,>50K
46,4,73019,9,13,4,10,2,0,0,0,0,40,39,<=50K
45,4,96798,4,3,0,14,5,0,1,0,0,40,39,<=50K
24,4,140027,15,10,4,7,4,2,0,0,0,45,39,<=50K
25,4,362912,15,10,4,3,4,0,0,0,0,50,39,<=50K
41,4,343121,11,9,0,1,5,0,0,0,0,36,39,<=50K
38,4,242559,11,9,4,1,2,0,0,0,0,38,39,<=50K
41,4,32121,11,9,2,7,1,0,1,0,0,40,39,>50K
54,4,377701,11,9,2,8,1,0,1,0,0,32,26,<=50K
58,0,158611,11,9,2,0,1,0,1,0,0,50,39,<=50K
59,4,69884,14,15,3,10,5,0,1,0,0,50,39,<=50K
29,4,168479,12,14,2,10,1,0,1,0,0,40,39,>50K
31,4,49325,11,9,2,7,1,0,1,0,0,40,39,<=50K
39,6,29874,15,10,5,3,2,0,1,0,0,60,39,>50K
54,4,128378,15,10,6,10,2,0,1,0,0,50,39,<=50K
54,4,177675,11,9,0,1,5,0,0,0,0,42,39,<=50K
60,4,230545,5,4,0,1,2,0,0,0,0,35,5,<=50K
33,4,167771,15,10,5,8,2,0,0,0,0,30,39,<=50K
19,4,35865,15,10,4,8,2,0,0,0,0,30,39,<=50K
48,4,395368,15,10,0,6,3,2,1,0,0,40,39,<=50K
27,4,185127,8,11,4,4,4,0,1,0,0,40,39,<=50K
17,0,166759,2,8,4,0,4,0,0,0,0,40,39,<=50K
47,4,161676,1,7,4,14,2,2,1,0,0,40,39,<=50K
19,4,162094,11,9,4,7,4,0,1,0,0,40,39,<=50K
44,5,359259,11,9,0,3,2,0,1,0,0,60,32,<=50K
17,4,321880,0,6,4,8,4,2,1,0,0,15,39,<=50K
45,5,170871,11,9,2,4,1,0,1,15024,0,55,39,>50K
35,4,36989,11,9,0,3,5,0,1,0,0,40,39,<=50K
45,4,223999,6,5,2,8,1,0,1,0,1848,40,39,>50K
38,4,174571,0,6,2,3,1,2,1,0,0,45,39,<=50K
36,4,207568,11,9,2,3,1,0,1,0,0,50,39,<=50K
36,4,181382,8,11,2,7,1,0,1,3103,0,40,39,>50K
54,1,128378,9,13,0,4,2,0,1,0,0,40,39,<=50K
30,4,121142,9,13,4,12,2,0,1,0,0,40,39,>50K
53,2,164300,9,13,0,1,5,0,0,0,0,38,6,<=50K
41,4,141642,11,9,4,8,2,0,0,0,0,40,39,<=50K
40,5,104235,12,14,4,8,4,0,1,0,0,99,39,<=50K
39,1,382859,11,9,2,3,1,0,1,0,0,40,39,>50K
26,4,164737,15,10,4,12,2,0,0,0,0,40,39,<=50K
24,4,103277,11,9,4,1,2,0,0,2597,0,40,39,<=50K
64,4,321166,9,13,0,12,2,0,0,0,0,5,39,<=50K
27,4,39665,11,9,0,12,5,0,0,0,0,37,39,<=50K
41,4,166813,15,10,2,12,1,0,1,0,0,55,39,<=50K
58,4,204021,11,9,4,14,4,0,1,0,0,40,2,<=50K
27,2,116662,11,9,2,7,1,0,1,0,0,40,39,<=50K
42,6,39539,11,9,2,5,1,0,1,0,0,99,39,>50K
46,4,149949,5,4,2,14,1,0,1,0,0,40,39,<=50K
53,4,106176,12,14,2,12,1,0,1,7298,0,60,39,>50K
29,4,118337,11,9,2,14,1,0,1,0,0,60,39,<=50K
34,7,327902,9,13,2,10,1,0,1,0,0,55,39,<=50K
19,4,187161,15,10,4,12,4,0,0,0,0,25,39,<=50K
46,2,303918,11,9,2,11,1,0,1,7688,0,96,39,>50K
41,4,168730,15,10,2,12,1,0,1,0,0,50,39,>50K
50,1,65160,9,13,2,4,1,0,1,0,0,40,39,<=50K
63,4,43313,0,6,2,3,1,0,1,0,0,40,39,<=50K
30,4,381645,9,13,4,10,2,0,1,0,0,50,39,<=50K
47,4,169092,12,14,0,10,5,0,0,0,0,50,39,>50K
35,4,217605,11,9,2,6,6,0,0,0,0,40,39,<=50K
22,4,204935,11,9,4,7,4,0,1,0,0,40,39,<=50K
40,4,235786,15,10,2,3,1,0,1,0,0,44,39,>50K
19,4,238474,15,10,4,12,4,0,1,0,0,25,39,<=50K
20,4,203263,2,8,4,8,4,0,1,0,0,35,39,<=50K
53,0,155233,2,8,2,0,6,0,0,0,0,40,22,<=50K
63,4,308028,12,14,2,13,1,0,1,5013,0,40,39,<=50K
49,6,173411,11,9,0,12,2,0,1,0,0,40,39,<=50K
42,6,32185,9,13,2,5,1,0,1,0,0,60,39,>50K
21,4,86625,15,10,4,7,4,0,1,0,0,40,0,<=50K
28,4,218039,11,9,2,3,1,0,1,0,0,40,39,<=50K
25,4,421467,7,12,4,6,4,0,1,0,0,26,39,<=50K
27,4,390657,11,9,2,6,1,2,1,0,0,40,39,<=50K
69,4,145656,15,10,6,1,2,0,0,0,0,24,39,<=50K
51,6,311569,11,9,0,12,2,0,1,0,0,40,39,<=50K
50,4,158680,12,14,2,4,1,0,1,0,0,50,39,>50K
26,2,283217,15,10,4,11,4,0,1,0,0,40,39,<=50K
67,6,226092,15,10,2,5,1,0,1,0,0,44,39,<=50K
28,4,158737,2,8,2,7,3,1,1,0,0,40,7,<=50K
28,1,56651,9,13,4,10,4,2,0,0,0,40,39,<=50K
22,0,334593,15,10,4,0,2,0,1,0,0,40,39,<=50K
27,4,33429,15,10,0,1,5,0,0,0,0,40,39,<=50K
27,4,179915,9,13,4,4,4,0,0,0,0,99,39,<=50K
22,0,376277,15,10,0,0,2,0,0,0,0,35,39,<=50K
40,6,199303,9,13,2,10,1,0,1,0,0,40,39,<=50K
31,4,329874,15,10,4,1,2,0,1,0,0,40,39,<=50K
22,0,229997,15,10,3,0,5,2,0,0,0,40,39,<=50K
49,4,121602,9,13,2,4,1,0,1,0,0,40,39,<=50K
21,4,20728,11,9,4,12,4,0,0,4101,0,40,39,<=50K
32,4,326283,9,13,4,8,5,1,1,0,0,40,39,<=50K
21,4,237051,15,10,4,8,4,0,0,0,0,25,39,<=50K
36,6,118429,11,9,2,4,1,0,1,0,0,50,39,<=50K
38,2,30509,12,14,4,10,2,0,0,0,1669,55,39,<=50K
63,4,181863,9,13,4,12,2,0,1,0,0,27,39,<=50K
39,4,193689,15,10,2,7,1,0,1,0,0,40,39,<=50K
22,7,334693,15,10,4,1,4,0,0,0,0,40,39,<=50K
38,6,115215,0,6,5,7,2,0,1,0,0,40,39,<=50K
58,4,111169,11,9,0,1,2,0,0,0,0,40,39,<=50K
27,4,29807,11,9,5,6,5,0,0,0,0,40,24,<=50K
33,6,272359,9,13,2,12,1,0,1,7298,0,80,39,>50K
52,1,290856,9,13,2,10,1,0,1,0,0,40,39,>50K
43,6,343061,5,4,2,5,1,0,1,4508,0,40,5,<=50K
38,4,191479,15,10,0,4,4,2,0,0,0,40,39,<=50K
50,2,220640,12,14,0,10,2,4,0,0,0,50,39,>50K
27,4,198346,9,13,0,1,2,0,0,0,0,35,39,<=50K
42,4,103932,8,11,0,10,5,0,0,0,0,40,39,<=50K
50,4,138852,15,10,0,3,2,0,1,4650,0,22,39,<=50K
29,2,45554,15,10,0,1,5,0,0,0,0,40,39,<=50K
49,5,94606,10,16,2,10,1,2,1,0,0,60,39,>50K
22,4,341368,15,10,4,8,2,0,1,0,0,50,39,<=50K
48,5,193188,9,13,2,4,1,0,1,0,0,40,39,>50K
32,4,186824,11,9,4,7,5,0,1,0,0,40,39,<=50K
71,4,78277,11,9,2,3,1,0,1,0,0,15,39,<=50K
47,4,158451,12,14,2,10,6,0,0,0,0,2,39,>50K
50,4,196193,9,13,2,3,1,0,1,0,0,40,0,<=50K
28,4,140845,0,6,4,7,2,0,0,0,155,40,39,<=50K
36,4,198587,9,13,0,10,2,0,1,0,0,40,39,<=50K
18,4,127827,2,8,4,12,4,0,0,0,0,25,39,<=50K
48,4,207120,15,10,2,10,1,0,1,0,0,40,39,<=50K
56,4,170324,4,3,2,3,1,2,1,0,0,40,38,<=50K
49,4,186982,15,10,5,4,2,0,0,0,0,45,39,>50K
49,4,180532,12,14,3,10,2,0,1,0,0,40,39,<=50K
55,0,170994,11,9,4,0,2,0,0,0,0,40,39,<=50K
57,0,50248,15,10,2,0,1,0,1,0,0,40,39,<=50K
39,4,74194,11,9,2,4,1,0,1,0,0,55,39,<=50K
45,4,44489,11,9,2,14,1,0,1,0,0,45,39,<=50K
27,4,289147,11,9,4,7,4,0,0,0,0,40,39,<=50K
47,4,274883,11,9,2,14,1,0,1,0,0,40,39,<=50K
33,4,137310,11,9,4,7,4,0,0,0,0,40,0,<=50K
36,4,73023,11,9,0,3,2,0,1,0,0,55,39,<=50K
38,4,166988,9,13,4,1,4,0,0,0,0,40,39,<=50K
24,1,44075,9,13,4,10,2,3,1,0,0,40,39,<=50K
59,6,357943,9,13,2,4,1,0,1,0,0,40,39,>50K
54,4,154949,1,7,2,8,6,2,0,0,0,40,39,>50K
17,4,413557,1,7,4,1,4,0,0,0,0,32,39,<=50K
42,6,308279,9,13,2,10,1,0,1,0,0,21,39,<=50K
53,4,242606,11,9,2,14,1,0,1,0,0,40,39,<=50K
33,4,598802,15,10,0,1,5,2,0,0,0,40,39,<=50K
31,4,127215,15,10,2,12,1,0,1,0,0,40,39,<=50K
48,6,82098,15,10,2,4,1,3,1,0,0,65,39,<=50K
64,0,286732,5,4,6,0,2,0,0,0,0,40,39,<=50K
21,5,265116,15,10,4,4,2,0,1,0,0,40,39,<=50K
43,4,116852,11,9,2,4,6,0,0,0,0,36,32,>50K
58,4,169611,11,9,2,1,6,0,0,0,0,40,39,<=50K
34,4,173730,9,13,2,4,1,0,1,0,0,50,39,>50K
